1.000000000000000056e-01 2.952141953419847656e+12
1.499999999999999944e-01 1.806058455616395264e+12
2.000000000000000111e-01 1.142742354160762939e+12
2.500000000000000000e-01 7.269198449877269287e+11
2.999999999999999889e-01 4.484114171511633911e+11
3.099999999999999978e-01 4.051544917279156494e+11
3.200000000000000067e-01 3.566646753318206177e+11
3.300000000000000155e-01 3.162303177318757935e+11
3.400000000000000244e-01 2.801294042848592529e+11
3.499999999999999778e-01 2.425065159143221741e+11
3.599999999999999867e-01 2.015221436995892944e+11
3.699999999999999956e-01 1.810035464499661865e+11
3.800000000000000044e-01 1.603276254982365112e+11
3.900000000000000133e-01 1.537286262617873840e+11
4.000000000000000222e-01 1.474207862223759766e+11
4.500000000000000111e-01 1.195712542452428589e+11
5.000000000000000000e-01 9.587499204860923767e+10
5.500000000000000444e-01 7.535551553740423584e+10
5.999999999999999778e-01 6.357838625876683807e+10
6.500000000000000222e-01 4.912346686547212219e+10
6.999999999999999556e-01 3.861671257385001373e+10
7.500000000000000000e-01 3.072038404865882874e+10
8.000000000000000444e-01 2.474890794319107437e+10
8.499999999999999778e-01 2.014144501525356293e+10
9.000000000000000222e-01 1.655366247226998711e+10
9.200000000000000400e-01 1.534300632514478683e+10
9.399999999999999467e-01 1.423808898386004829e+10
9.599999999999999645e-01 1.322758776489862061e+10
9.799999999999999822e-01 1.230766583972641754e+10
1.000000000000000000e+00 1.146153554548917007e+10
1.020000000000000018e+00 1.068862836693255234e+10
1.040000000000000036e+00 9.980852411744688034e+09
1.060000000000000053e+00 9.327888587507587433e+09
1.080000000000000071e+00 8.729213655498737335e+09
1.100000000000000089e+00 8.183768919997341156e+09
1.120000000000000107e+00 7.672830199834865570e+09
1.139999999999999902e+00 7.209304054136993408e+09
1.159999999999999920e+00 6.816816277696389198e+09
1.199999999999999956e+00 6.076403842428436279e+09
1.219999999999999973e+00 5.744067098256664276e+09
1.239999999999999991e+00 5.435104116081068039e+09
1.260000000000000009e+00 5.149111491027376175e+09
1.280000000000000027e+00 4.885480041861377716e+09
1.300000000000000044e+00 4.640533731622656822e+09
1.320000000000000062e+00 4.410852856712890625e+09
1.340000000000000080e+00 4.198578364287469864e+09
1.360000000000000098e+00 3.998073841762600422e+09
1.379999999999999893e+00 3.812182454522355556e+09
1.399999999999999911e+00 3.637834449032942772e+09
1.419999999999999929e+00 3.476254193097458363e+09
1.439999999999999947e+00 3.318826504302969456e+09
1.459999999999999964e+00 3.175116702573925018e+09
1.479999999999999982e+00 3.040385087569242477e+09
1.500000000000000000e+00 2.912842930237220287e+09
1.520000000000000018e+00 2.793506783927021503e+09
1.540000000000000036e+00 2.681688086124400139e+09
1.560000000000000053e+00 2.576475368724361420e+09
1.580000000000000071e+00 2.484185564089066029e+09
1.600000000000000089e+00 2.386963831010922432e+09
1.620000000000000107e+00 2.296836524330727577e+09
1.639999999999999902e+00 2.213476971497781754e+09
1.659999999999999920e+00 2.136896099124962330e+09
1.679999999999999938e+00 2.062373065937150240e+09
1.699999999999999956e+00 1.995789988641369820e+09
1.719999999999999973e+00 1.930044484724008560e+09
1.739999999999999991e+00 1.867798282925831795e+09
1.760000000000000009e+00 1.810011717293038607e+09
1.780000000000000027e+00 1.754899373974929333e+09
1.800000000000000044e+00 1.703978286059786797e+09
1.820000000000000062e+00 1.656461492972688675e+09
1.840000000000000080e+00 1.609959411656934977e+09
1.860000000000000098e+00 1.566866858707353830e+09
1.879999999999999893e+00 1.529399566626280308e+09
1.899999999999999911e+00 1.488848094006347418e+09
1.919999999999999929e+00 1.454730235635487556e+09
1.939999999999999947e+00 1.425069399066682816e+09
1.959999999999999964e+00 1.392341270643568993e+09
1.979999999999999982e+00 1.374679078242610931e+09
2.000000000000000000e+00 1.350571935505216599e+09
2.020000000000000018e+00 1.335189971354618549e+09
2.040000000000000036e+00 1.375376188485308886e+09
2.060000000000000053e+00 1.346324131504026890e+09
2.080000000000000071e+00 1.311972437926866770e+09
2.100000000000000089e+00 1.280222764826369762e+09
2.120000000000000107e+00 1.251420756232310534e+09
2.140000000000000124e+00 1.221289278689298391e+09
2.160000000000000142e+00 1.189075001876626730e+09
2.180000000000000160e+00 1.157171235535488129e+09
2.200000000000000178e+00 1.136208437082657814e+09
2.220000000000000195e+00 1.105573221709526777e+09
2.240000000000000213e+00 1.075792885166439533e+09
2.259999999999999787e+00 1.051750967166429996e+09
2.279999999999999805e+00 1.029449027375401020e+09
2.299999999999999822e+00 1.006138604515227556e+09
2.319999999999999840e+00 9.798719356981124878e+08
2.339999999999999858e+00 9.547129490650577545e+08
2.359999999999999876e+00 9.319367092960308790e+08
2.379999999999999893e+00 9.108624109328448772e+08
2.399999999999999911e+00 8.882197017221733332e+08
2.419999999999999929e+00 8.671071946354078054e+08
2.439999999999999947e+00 8.487104985856335163e+08
2.459999999999999964e+00 8.314080646420984268e+08
2.479999999999999982e+00 8.122533998061757088e+08
2.500000000000000000e+00 7.923252205476489067e+08
2.520000000000000018e+00 7.730456011739454269e+08
2.540000000000000036e+00 7.584649775387769938e+08
2.560000000000000053e+00 7.399149756828100681e+08
2.580000000000000071e+00 7.237966731674485207e+08
2.600000000000000089e+00 7.113062346922564507e+08
2.620000000000000107e+00 6.915152801314109564e+08
2.640000000000000124e+00 6.776610372619121075e+08
2.660000000000000142e+00 6.620448851822714806e+08
2.680000000000000160e+00 6.476948159517450333e+08
2.700000000000000178e+00 6.347405011098747253e+08
2.720000000000000195e+00 6.226388120103770494e+08
2.740000000000000213e+00 6.069579189989445210e+08
2.759999999999999787e+00 5.946359474896197319e+08
2.779999999999999805e+00 5.857017491722737551e+08
2.799999999999999822e+00 5.700190622623741627e+08
3.000000000000000000e+00 4.667219212349300981e+08
3.200000000000000178e+00 3.878461520148947835e+08
3.399999999999999911e+00 3.263658853889673948e+08
3.600000000000000089e+00 2.781755453703009486e+08
3.799999999999999822e+00 2.409746723935163021e+08
4.000000000000000000e+00 2.093686781968318522e+08
4.200000000000000178e+00 1.846633281292088032e+08
4.400000000000000355e+00 1.635383842924175560e+08
4.599999999999999645e+00 1.467087858468203247e+08
4.799999999999999822e+00 1.310846390487872660e+08
5.000000000000000000e+00 1.185088821659496874e+08
5.200000000000000178e+00 1.080488865667136312e+08
5.400000000000000355e+00 9.884057735028645396e+07
5.599999999999999645e+00 9.073520765586429834e+07
5.799999999999999822e+00 8.423873505926114321e+07
6.000000000000000000e+00 7.691339544167925417e+07
6.200000000000000178e+00 7.192490393659666181e+07
6.400000000000000355e+00 6.659833322634866834e+07
6.599999999999999645e+00 6.209552769835887104e+07
6.799999999999999822e+00 5.815975999814695865e+07
7.000000000000000000e+00 5.465279612319750339e+07
7.200000000000000178e+00 5.149157324100694060e+07
7.400000000000000355e+00 4.854631690697770566e+07
7.599999999999999645e+00 4.580958945059642941e+07
7.799999999999999822e+00 4.351735669854214787e+07
8.000000000000000000e+00 4.145018382411937416e+07
